area_code,都道府県,time_code,時間軸(年),都道府県_value,全国_value,cat01_code,10大費目,差分(都道府県-全国)
23000,愛知県,2021000000,2021年,97.5,100,00080,交通・通信,-2.5
23000,愛知県,2021000000,2021年,98.1,100,00090,教育,-1.9000000000000057
23000,愛知県,2021000000,2021年,100.0,100,00100,教養娯楽,0.0
23000,愛知県,2021000000,2021年,100.2,100,00110,諸雑費,0.20000000000000284
23000,愛知県,2021000000,2021年,98.4,100,00120,(参考)家賃を除く総合,-1.5999999999999943
24000,三重県,2013000000,2013年,98.2,100,00010,総合,-1.7999999999999972
24000,三重県,2013000000,2013年,99.8,100,00020,食料,-0.20000000000000284
24000,三重県,2013000000,2013年,90.7,100,00030,住居,-9.299999999999997
24000,三重県,2013000000,2013年,96.4,100,00040,光熱・水道,-3.5999999999999943
24000,三重県,2013000000,2013年,97.2,100,00050,家具・家事用品,-2.799999999999997
24000,三重県,2013000000,2013年,99.4,100,00060,被服及び履物,-0.5999999999999943
24000,三重県,2013000000,2013年,99.4,100,00070,保健医療,-0.5999999999999943
24000,三重県,2013000000,2013年,98.4,100,00080,交通・通信,-1.5999999999999943
24000,三重県,2013000000,2013年,91.9,100,00090,教育,-8.099999999999994
24000,三重県,2013000000,2013年,99.8,100,00100,教養娯楽,-0.20000000000000284
24000,三重県,2013000000,2013年,99.4,100,00110,諸雑費,-0.5999999999999943
24000,三重県,2013000000,2013年,98.9,100,00120,(参考)家賃を除く総合,-1.0999999999999943
24000,三重県,2014000000,2014年,98.4,100,00010,総合,-1.5999999999999943
24000,三重県,2014000000,2014年,99.9,100,00020,食料,-0.09999999999999432
24000,三重県,2014000000,2014年,94.0,100,00030,住居,-6.0
24000,三重県,2014000000,2014年,97.6,100,00040,光熱・水道,-2.4000000000000057
24000,三重県,2014000000,2014年,99.0,100,00050,家具・家事用品,-1.0
24000,三重県,2014000000,2014年,98.2,100,00060,被服及び履物,-1.7999999999999972
24000,三重県,2014000000,2014年,99.5,100,00070,保健医療,-0.5
24000,三重県,2014000000,2014年,98.2,100,00080,交通・通信,-1.7999999999999972
24000,三重県,2014000000,2014年,92.9,100,00090,教育,-7.099999999999994
24000,三重県,2014000000,2014年,99.0,100,00100,教養娯楽,-1.0
24000,三重県,2014000000,2014年,98.9,100,00110,諸雑費,-1.0999999999999943
24000,三重県,2014000000,2014年,99.1,100,00120,(参考)家賃を除く総合,-0.9000000000000057
24000,三重県,2015000000,2015年,98.3,100,00010,総合,-1.7000000000000028
24000,三重県,2015000000,2015年,99.5,100,00020,食料,-0.5
24000,三重県,2015000000,2015年,91.7,100,00030,住居,-8.299999999999997
24000,三重県,2015000000,2015年,98.7,100,00040,光熱・水道,-1.2999999999999972
24000,三重県,2015000000,2015年,98.6,100,00050,家具・家事用品,-1.4000000000000057
24000,三重県,2015000000,2015年,98.0,100,00060,被服及び履物,-2.0
24000,三重県,2015000000,2015年,99.5,100,00070,保健医療,-0.5
24000,三重県,2015000000,2015年,99.3,100,00080,交通・通信,-0.7000000000000028
24000,三重県,2015000000,2015年,98.6,100,00090,教育,-1.4000000000000057
24000,三重県,2015000000,2015年,96.7,100,00100,教養娯楽,-3.299999999999997
24000,三重県,2015000000,2015年,98.7,100,00110,諸雑費,-1.2999999999999972
24000,三重県,2015000000,2015年,99.0,100,00120,(参考)家賃を除く総合,-1.0
24000,三重県,2016000000,2016年,98.5,100,00010,総合,-1.5
24000,三重県,2016000000,2016年,100.4,100,00020,食料,0.4000000000000057
24000,三重県,2016000000,2016年,95.6,100,00030,住居,-4.400000000000006
24000,三重県,2016000000,2016年,96.8,100,00040,光熱・水道,-3.200000000000003
24000,三重県,2016000000,2016年,98.6,100,00050,家具・家事用品,-1.4000000000000057
24000,三重県,2016000000,2016年,99.4,100,00060,被服及び履物,-0.5999999999999943
24000,三重県,2016000000,2016年,99.1,100,00070,保健医療,-0.9000000000000057
24000,三重県,2016000000,2016年,98.7,100,00080,交通・通信,-1.2999999999999972
24000,三重県,2016000000,2016年,98.9,100,00090,教育,-1.0999999999999943
24000,三重県,2016000000,2016年,95.7,100,00100,教養娯楽,-4.299999999999997
24000,三重県,2016000000,2016年,98.1,100,00110,諸雑費,-1.9000000000000057
24000,三重県,2016000000,2016年,99.2,100,00120,(参考)家賃を除く総合,-0.7999999999999972
24000,三重県,2017000000,2017年,98.6,100,00010,総合,-1.4000000000000057
24000,三重県,2017000000,2017年,100.4,100,00020,食料,0.4000000000000057
24000,三重県,2017000000,2017年,93.2,100,00030,住居,-6.799999999999997
24000,三重県,2017000000,2017年,97.8,100,00040,光熱・水道,-2.200000000000003
24000,三重県,2017000000,2017年,99.2,100,00050,家具・家事用品,-0.7999999999999972
24000,三重県,2017000000,2017年,102.7,100,00060,被服及び履物,2.700000000000003
24000,三重県,2017000000,2017年,99.5,100,00070,保健医療,-0.5
24000,三重県,2017000000,2017年,98.8,100,00080,交通・通信,-1.2000000000000028
24000,三重県,2017000000,2017年,100.3,100,00090,教育,0.29999999999999716
24000,三重県,2017000000,2017年,95.2,100,00100,教養娯楽,-4.799999999999997
24000,三重県,2017000000,2017年,97.2,100,00110,諸雑費,-2.799999999999997
24000,三重県,2017000000,2017年,99.2,100,00120,(参考)家賃を除く総合,-0.7999999999999972
24000,三重県,2018000000,2018年,98.6,100,00010,総合,-1.4000000000000057
24000,三重県,2018000000,2018年,101.2,100,00020,食料,1.2000000000000028
24000,三重県,2018000000,2018年,91.6,100,00030,住居,-8.400000000000006
24000,三重県,2018000000,2018年,99.3,100,00040,光熱・水道,-0.7000000000000028
24000,三重県,2018000000,2018年,97.5,100,00050,家具・家事用品,-2.5
24000,三重県,2018000000,2018年,100.5,100,00060,被服及び履物,0.5
24000,三重県,2018000000,2018年,99.4,100,00070,保健医療,-0.5999999999999943
24000,三重県,2018000000,2018年,98.8,100,00080,交通・通信,-1.2000000000000028
24000,三重県,2018000000,2018年,99.9,100,00090,教育,-0.09999999999999432
24000,三重県,2018000000,2018年,95.6,100,00100,教養娯楽,-4.400000000000006
24000,三重県,2018000000,2018年,96.2,100,00110,諸雑費,-3.799999999999997
24000,三重県,2018000000,2018年,99.3,100,00120,(参考)家賃を除く総合,-0.7000000000000028
24000,三重県,2019000000,2019年,98.7,100,00010,総合,-1.2999999999999972
24000,三重県,2019000000,2019年,100.6,100,00020,食料,0.5999999999999943
24000,三重県,2019000000,2019年,92.9,100,00030,住居,-7.099999999999994
24000,三重県,2019000000,2019年,99.0,100,00040,光熱・水道,-1.0
24000,三重県,2019000000,2019年,98.5,100,00050,家具・家事用品,-1.5
24000,三重県,2019000000,2019年,98.5,100,00060,被服及び履物,-1.5
24000,三重県,2019000000,2019年,99.2,100,00070,保健医療,-0.7999999999999972
24000,三重県,2019000000,2019年,99.0,100,00080,交通・通信,-1.0
24000,三重県,2019000000,2019年,99.8,100,00090,教育,-0.20000000000000284
24000,三重県,2019000000,2019年,95.5,100,00100,教養娯楽,-4.5
24000,三重県,2019000000,2019年,99.6,100,00110,諸雑費,-0.4000000000000057
24000,三重県,2019000000,2019年,99.3,100,00120,(参考)家賃を除く総合,-0.7000000000000028
24000,三重県,2020000000,2020年,98.8,100,00010,総合,-1.2000000000000028
24000,三重県,2020000000,2020年,100.2,100,00020,食料,0.20000000000000284
24000,三重県,2020000000,2020年,94.9,100,00030,住居,-5.099999999999994
24000,三重県,2020000000,2020年,98.6,100,00040,光熱・水道,-1.4000000000000057
24000,三重県,2020000000,2020年,100.2,100,00050,家具・家事用品,0.20000000000000284
24000,三重県,2020000000,2020年,98.6,100,00060,被服及び履物,-1.4000000000000057
24000,三重県,2020000000,2020年,99.0,100,00070,保健医療,-1.0
24000,三重県,2020000000,2020年,99.7,100,00080,交通・通信,-0.29999999999999716
24000,三重県,2020000000,2020年,96.0,100,00090,教育,-4.0
24000,三重県,2020000000,2020年,95.9,100,00100,教養娯楽,-4.099999999999994
24000,三重県,2020000000,2020年,99.6,100,00110,諸雑費,-0.4000000000000057
24000,三重県,2020000000,2020年,99.2,100,00120,(参考)家賃を除く総合,-0.7999999999999972
24000,三重県,2021000000,2021年,99.3,100,00010,総合,-0.7000000000000028
24000,三重県,2021000000,2021年,100.6,100,00020,食料,0.5999999999999943
24000,三重県,2021000000,2021年,95.0,100,00030,住居,-5.0
24000,三重県,2021000000,2021年,97.2,100,00040,光熱・水道,-2.799999999999997
24000,三重県,2021000000,2021年,100.2,100,00050,家具・家事用品,0.20000000000000284
24000,三重県,2021000000,2021年,99.1,100,00060,被服及び履物,-0.9000000000000057
24000,三重県,2021000000,2021年,98.5,100,00070,保健医療,-1.5
24000,三重県,2021000000,2021年,100.3,100,00080,交通・通信,0.29999999999999716
24000,三重県,2021000000,2021年,95.6,100,00090,教育,-4.400000000000006
24000,三重県,2021000000,2021年,98.3,100,00100,教養娯楽,-1.7000000000000028
24000,三重県,2021000000,2021年,100.4,100,00110,諸雑費,0.4000000000000057
24000,三重県,2021000000,2021年,99.6,100,00120,(参考)家賃を除く総合,-0.4000000000000057
25000,滋賀県,2013000000,2013年,99.0,100,00010,総合,-1.0
25000,滋賀県,2013000000,2013年,99.0,100,00020,食料,-1.0
25000,滋賀県,2013000000,2013年,87.6,100,00030,住居,-12.400000000000006
25000,滋賀県,2013000000,2013年,99.1,100,00040,光熱・水道,-0.9000000000000057
25000,滋賀県,2013000000,2013年,98.1,100,00050,家具・家事用品,-1.9000000000000057
25000,滋賀県,2013000000,2013年,107.5,100,00060,被服及び履物,7.5
25000,滋賀県,2013000000,2013年,101.0,100,00070,保健医療,1.0
25000,滋賀県,2013000000,2013年,100.2,100,00080,交通・通信,0.20000000000000284
25000,滋賀県,2013000000,2013年,102.7,100,00090,教育,2.700000000000003
25000,滋賀県,2013000000,2013年,97.8,100,00100,教養娯楽,-2.200000000000003
25000,滋賀県,2013000000,2013年,99.9,100,00110,諸雑費,-0.09999999999999432
25000,滋賀県,2013000000,2013年,99.9,100,00120,(参考)家賃を除く総合,-0.09999999999999432
25000,滋賀県,2014000000,2014年,99.1,100,00010,総合,-0.9000000000000057
25000,滋賀県,2014000000,2014年,98.5,100,00020,食料,-1.5
25000,滋賀県,2014000000,2014年,88.4,100,00030,住居,-11.599999999999994
25000,滋賀県,2014000000,2014年,99.9,100,00040,光熱・水道,-0.09999999999999432
25000,滋賀県,2014000000,2014年,96.6,100,00050,家具・家事用品,-3.4000000000000057
25000,滋賀県,2014000000,2014年,108.0,100,00060,被服及び履物,8.0
25000,滋賀県,2014000000,2014年,101.0,100,00070,保健医療,1.0
25000,滋賀県,2014000000,2014年,100.1,100,00080,交通・通信,0.09999999999999432
25000,滋賀県,2014000000,2014年,109.0,100,00090,教育,9.0
25000,滋賀県,2014000000,2014年,97.6,100,00100,教養娯楽,-2.4000000000000057
25000,滋賀県,2014000000,2014年,99.9,100,00110,諸雑費,-0.09999999999999432
25000,滋賀県,2014000000,2014年,100.1,100,00120,(参考)家賃を除く総合,0.09999999999999432
25000,滋賀県,2015000000,2015年,99.9,100,00010,総合,-0.09999999999999432
25000,滋賀県,2015000000,2015年,99.1,100,00020,食料,-0.9000000000000057
25000,滋賀県,2015000000,2015年,92.9,100,00030,住居,-7.099999999999994
25000,滋賀県,2015000000,2015年,100.0,100,00040,光熱・水道,0.0
25000,滋賀県,2015000000,2015年,97.0,100,00050,家具・家事用品,-3.0
25000,滋賀県,2015000000,2015年,108.8,100,00060,被服及び履物,8.799999999999997
25000,滋賀県,2015000000,2015年,100.7,100,00070,保健医療,0.7000000000000028
25000,滋賀県,2015000000,2015年,101.5,100,00080,交通・通信,1.5
25000,滋賀県,2015000000,2015年,109.0,100,00090,教育,9.0
25000,滋賀県,2015000000,2015年,97.7,100,00100,教養娯楽,-2.299999999999997
25000,滋賀県,2015000000,2015年,100.3,100,00110,諸雑費,0.29999999999999716
25000,滋賀県,2015000000,2015年,100.5,100,00120,(参考)家賃を除く総合,0.5
25000,滋賀県,2016000000,2016年,99.5,100,00010,総合,-0.5
25000,滋賀県,2016000000,2016年,99.5,100,00020,食料,-0.5
25000,滋賀県,2016000000,2016年,88.3,100,00030,住居,-11.700000000000003
25000,滋賀県,2016000000,2016年,101.4,100,00040,光熱・水道,1.4000000000000057
25000,滋賀県,2016000000,2016年,97.6,100,00050,家具・家事用品,-2.4000000000000057
25000,滋賀県,2016000000,2016年,104.3,100,00060,被服及び履物,4.299999999999997
25000,滋賀県,2016000000,2016年,100.6,100,00070,保健医療,0.5999999999999943
25000,滋賀県,2016000000,2016年,100.6,100,00080,交通・通信,0.5999999999999943
25000,滋賀県,2016000000,2016年,109.0,100,00090,教育,9.0
25000,滋賀県,2016000000,2016年,96.8,100,00100,教養娯楽,-3.200000000000003
25000,滋賀県,2016000000,2016年,101.1,100,00110,諸雑費,1.0999999999999943
25000,滋賀県,2016000000,2016年,100.0,100,00120,(参考)家賃を除く総合,0.0
25000,滋賀県,2017000000,2017年,100.0,100,00010,総合,0.0
25000,滋賀県,2017000000,2017年,100.5,100,00020,食料,0.5
25000,滋賀県,2017000000,2017年,89.3,100,00030,住居,-10.700000000000003
25000,滋賀県,2017000000,2017年,102.0,100,00040,光熱・水道,2.0
25000,滋賀県,2017000000,2017年,97.9,100,00050,家具・家事用品,-2.0999999999999943
25000,滋賀県,2017000000,2017年,104.2,100,00060,被服及び履物,4.200000000000003
25000,滋賀県,2017000000,2017年,101.1,100,00070,保健医療,1.0999999999999943
25000,滋賀県,2017000000,2017年,100.5,100,00080,交通・通信,0.5
25000,滋賀県,2017000000,2017年,111.7,100,00090,教育,11.700000000000003
25000,滋賀県,2017000000,2017年,96.8,100,00100,教養娯楽,-3.200000000000003
25000,滋賀県,2017000000,2017年,101.4,100,00110,諸雑費,1.4000000000000057
25000,滋賀県,2017000000,2017年,100.5,100,00120,(参考)家賃を除く総合,0.5
25000,滋賀県,2018000000,2018年,99.4,100,00010,総合,-0.5999999999999943
25000,滋賀県,2018000000,2018年,100.0,100,00020,食料,0.0
25000,滋賀県,2018000000,2018年,89.3,100,00030,住居,-10.700000000000003
25000,滋賀県,2018000000,2018年,100.7,100,00040,光熱・水道,0.7000000000000028
25000,滋賀県,2018000000,2018年,96.9,100,00050,家具・家事用品,-3.0999999999999943
25000,滋賀県,2018000000,2018年,100.1,100,00060,被服及び履物,0.09999999999999432
25000,滋賀県,2018000000,2018年,100.2,100,00070,保健医療,0.20000000000000284
25000,滋賀県,2018000000,2018年,100.4,100,00080,交通・通信,0.4000000000000057
25000,滋賀県,2018000000,2018年,110.3,100,00090,教育,10.299999999999997
25000,滋賀県,2018000000,2018年,96.5,100,00100,教養娯楽,-3.5
25000,滋賀県,2018000000,2018年,102.3,100,00110,諸雑費,2.299999999999997
25000,滋賀県,2018000000,2018年,99.9,100,00120,(参考)家賃を除く総合,-0.09999999999999432
25000,滋賀県,2019000000,2019年,99.5,100,00010,総合,-0.5
25000,滋賀県,2019000000,2019年,99.8,100,00020,食料,-0.20000000000000284
25000,滋賀県,2019000000,2019年,89.5,100,00030,住居,-10.5
25000,滋賀県,2019000000,2019年,99.0,100,00040,光熱・水道,-1.0
25000,滋賀県,2019000000,2019年,98.4,100,00050,家具・家事用品,-1.5999999999999943
25000,滋賀県,2019000000,2019年,103.1,100,00060,被服及び履物,3.0999999999999943
25000,滋賀県,2019000000,2019年,100.6,100,00070,保健医療,0.5999999999999943
25000,滋賀県,2019000000,2019年,100.4,100,00080,交通・通信,0.4000000000000057
25000,滋賀県,2019000000,2019年,109.1,100,00090,教育,9.099999999999994
25000,滋賀県,2019000000,2019年,97.4,100,00100,教養娯楽,-2.5999999999999943
25000,滋賀県,2019000000,2019年,102.3,100,00110,諸雑費,2.299999999999997
25000,滋賀県,2019000000,2019年,100.0,100,00120,(参考)家賃を除く総合,0.0
25000,滋賀県,2020000000,2020年,99.3,100,00010,総合,-0.7000000000000028
25000,滋賀県,2020000000,2020年,98.4,100,00020,食料,-1.5999999999999943
25000,滋賀県,2020000000,2020年,91.9,100,00030,住居,-8.099999999999994
25000,滋賀県,2020000000,2020年,98.3,100,00040,光熱・水道,-1.7000000000000028
25000,滋賀県,2020000000,2020年,101.2,100,00050,家具・家事用品,1.2000000000000028
25000,滋賀県,2020000000,2020年,99.5,100,00060,被服及び履物,-0.5
25000,滋賀県,2020000000,2020年,100.3,100,00070,保健医療,0.29999999999999716
25000,滋賀県,2020000000,2020年,100.5,100,00080,交通・通信,0.5
25000,滋賀県,2020000000,2020年,111.7,100,00090,教育,11.700000000000003
25000,滋賀県,2020000000,2020年,97.0,100,00100,教養娯楽,-3.0
25000,滋賀県,2020000000,2020年,104.6,100,00110,諸雑費,4.599999999999994
25000,滋賀県,2020000000,2020年,99.5,100,00120,(参考)家賃を除く総合,-0.5
25000,滋賀県,2021000000,2021年,100.0,100,00010,総合,0.0
25000,滋賀県,2021000000,2021年,99.2,100,00020,食料,-0.7999999999999972
25000,滋賀県,2021000000,2021年,94.8,100,00030,住居,-5.200000000000003
25000,滋賀県,2021000000,2021年,98.6,100,00040,光熱・水道,-1.4000000000000057
25000,滋賀県,2021000000,2021年,101.1,100,00050,家具・家事用品,1.0999999999999943
25000,滋賀県,2021000000,2021年,98.7,100,00060,被服及び履物,-1.2999999999999972
25000,滋賀県,2021000000,2021年,100.1,100,00070,保健医療,0.09999999999999432
25000,滋賀県,2021000000,2021年,100.7,100,00080,交通・通信,0.7000000000000028
25000,滋賀県,2021000000,2021年,115.9,100,00090,教育,15.900000000000006
25000,滋賀県,2021000000,2021年,97.5,100,00100,教養娯楽,-2.5
25000,滋賀県,2021000000,2021年,104.6,100,00110,諸雑費,4.599999999999994
25000,滋賀県,2021000000,2021年,100.3,100,00120,(参考)家賃を除く総合,0.29999999999999716
26000,京都府,2013000000,2013年,100.7,100,00010,総合,0.7000000000000028
26000,京都府,2013000000,2013年,100.5,100,00020,食料,0.5
26000,京都府,2013000000,2013年,96.8,100,00030,住居,-3.200000000000003
26000,京都府,2013000000,2013年,98.7,100,00040,光熱・水道,-1.2999999999999972
26000,京都府,2013000000,2013年,104.4,100,00050,家具・家事用品,4.400000000000006
26000,京都府,2013000000,2013年,95.9,100,00060,被服及び履物,-4.099999999999994
26000,京都府,2013000000,2013年,98.8,100,00070,保健医療,-1.2000000000000028
26000,京都府,2013000000,2013年,101.7,100,00080,交通・通信,1.7000000000000028
26000,京都府,2013000000,2013年,109.4,100,00090,教育,9.400000000000006
26000,京都府,2013000000,2013年,102.5,100,00100,教養娯楽,2.5
26000,京都府,2013000000,2013年,100.5,100,00110,諸雑費,0.5
26000,京都府,2013000000,2013年,100.9,100,00120,(参考)家賃を除く総合,0.9000000000000057
26000,京都府,2014000000,2014年,101.2,100,00010,総合,1.2000000000000028
26000,京都府,2014000000,2014年,100.6,100,00020,食料,0.5999999999999943
26000,京都府,2014000000,2014年,97.6,100,00030,住居,-2.4000000000000057
26000,京都府,2014000000,2014年,100.0,100,00040,光熱・水道,0.0
26000,京都府,2014000000,2014年,103.0,100,00050,家具・家事用品,3.0
26000,京都府,2014000000,2014年,98.2,100,00060,被服及び履物,-1.7999999999999972
26000,京都府,2014000000,2014年,99.4,100,00070,保健医療,-0.5999999999999943
26000,京都府,2014000000,2014年,101.8,100,00080,交通・通信,1.7999999999999972
26000,京都府,2014000000,2014年,112.2,100,00090,教育,12.200000000000003
26000,京都府,2014000000,2014年,102.9,100,00100,教養娯楽,2.9000000000000057
26000,京都府,2014000000,2014年,100.8,100,00110,諸雑費,0.7999999999999972
26000,京都府,2014000000,2014年,101.4,100,00120,(参考)家賃を除く総合,1.4000000000000057
26000,京都府,2015000000,2015年,100.6,100,00010,総合,0.5999999999999943
26000,京都府,2015000000,2015年,100.4,100,00020,食料,0.4000000000000057
26000,京都府,2015000000,2015年,93.4,100,00030,住居,-6.599999999999994
26000,京都府,2015000000,2015年,99.8,100,00040,光熱・水道,-0.20000000000000284
26000,京都府,2015000000,2015年,101.9,100,00050,家具・家事用品,1.9000000000000057
26000,京都府,2015000000,2015年,96.4,100,00060,被服及び履物,-3.5999999999999943
26000,京都府,2015000000,2015年,98.0,100,00070,保健医療,-2.0
26000,京都府,2015000000,2015年,102.4,100,00080,交通・通信,2.4000000000000057
26000,京都府,2015000000,2015年,110.9,100,00090,教育,10.900000000000006
26000,京都府,2015000000,2015年,102.6,100,00100,教養娯楽,2.5999999999999943
26000,京都府,2015000000,2015年,100.9,100,00110,諸雑費,0.9000000000000057
26000,京都府,2015000000,2015年,101.0,100,00120,(参考)家賃を除く総合,1.0
26000,京都府,2016000000,2016年,100.8,100,00010,総合,0.7999999999999972
26000,京都府,2016000000,2016年,100.5,100,00020,食料,0.5
26000,京都府,2016000000,2016年,92.3,100,00030,住居,-7.700000000000003
26000,京都府,2016000000,2016年,101.4,100,00040,光熱・水道,1.4000000000000057
26000,京都府,2016000000,2016年,100.4,100,00050,家具・家事用品,0.4000000000000057
26000,京都府,2016000000,2016年,98.7,100,00060,被服及び履物,-1.2999999999999972
26000,京都府,2016000000,2016年,97.6,100,00070,保健医療,-2.4000000000000057
26000,京都府,2016000000,2016年,102.6,100,00080,交通・通信,2.5999999999999943
26000,京都府,2016000000,2016年,112.3,100,00090,教育,12.299999999999997
26000,京都府,2016000000,2016年,101.9,100,00100,教養娯楽,1.9000000000000057
26000,京都府,2016000000,2016年,101.4,100,00110,諸雑費,1.4000000000000057
26000,京都府,2016000000,2016年,101.1,100,00120,(参考)家賃を除く総合,1.0999999999999943
26000,京都府,2017000000,2017年,100.7,100,00010,総合,0.7000000000000028
26000,京都府,2017000000,2017年,100.4,100,00020,食料,0.4000000000000057
26000,京都府,2017000000,2017年,91.8,100,00030,住居,-8.200000000000003
26000,京都府,2017000000,2017年,101.1,100,00040,光熱・水道,1.0999999999999943
26000,京都府,2017000000,2017年,100.8,100,00050,家具・家事用品,0.7999999999999972
26000,京都府,2017000000,2017年,98.6,100,00060,被服及び履物,-1.4000000000000057
26000,京都府,2017000000,2017年,98.1,100,00070,保健医療,-1.9000000000000057
26000,京都府,2017000000,2017年,102.1,100,00080,交通・通信,2.0999999999999943
26000,京都府,2017000000,2017年,115.0,100,00090,教育,15.0
26000,京都府,2017000000,2017年,101.3,100,00100,教養娯楽,1.2999999999999972
26000,京都府,2017000000,2017年,101.3,100,00110,諸雑費,1.2999999999999972
26000,京都府,2017000000,2017年,101.0,100,00120,(参考)家賃を除く総合,1.0
26000,京都府,2018000000,2018年,100.7,100,00010,総合,0.7000000000000028
26000,京都府,2018000000,2018年,100.9,100,00020,食料,0.9000000000000057
26000,京都府,2018000000,2018年,92.8,100,00030,住居,-7.200000000000003
26000,京都府,2018000000,2018年,100.4,100,00040,光熱・水道,0.4000000000000057
26000,京都府,2018000000,2018年,101.5,100,00050,家具・家事用品,1.5
26000,京都府,2018000000,2018年,97.2,100,00060,被服及び履物,-2.799999999999997
26000,京都府,2018000000,2018年,97.5,100,00070,保健医療,-2.5
26000,京都府,2018000000,2018年,102.0,100,00080,交通・通信,2.0
26000,京都府,2018000000,2018年,116.0,100,00090,教育,16.0
26000,京都府,2018000000,2018年,101.0,100,00100,教養娯楽,1.0
26000,京都府,2018000000,2018年,101.1,100,00110,諸雑費,1.0999999999999943
26000,京都府,2018000000,2018年,101.0,100,00120,(参考)家賃を除く総合,1.0
26000,京都府,2019000000,2019年,100.6,100,00010,総合,0.5999999999999943
26000,京都府,2019000000,2019年,100.8,100,00020,食料,0.7999999999999972
26000,京都府,2019000000,2019年,94.5,100,00030,住居,-5.5
26000,京都府,2019000000,2019年,97.7,100,00040,光熱・水道,-2.299999999999997
26000,京都府,2019000000,2019年,100.9,100,00050,家具・家事用品,0.9000000000000057
26000,京都府,2019000000,2019年,98.9,100,00060,被服及び履物,-1.0999999999999943
26000,京都府,2019000000,2019年,97.9,100,00070,保健医療,-2.0999999999999943
26000,京都府,2019000000,2019年,102.5,100,00080,交通・通信,2.5
26000,京都府,2019000000,2019年,115.6,100,00090,教育,15.599999999999994
26000,京都府,2019000000,2019年,100.5,100,00100,教養娯楽,0.5
26000,京都府,2019000000,2019年,100.5,100,00110,諸雑費,0.5
26000,京都府,2019000000,2019年,100.8,100,00120,(参考)家賃を除く総合,0.7999999999999972
26000,京都府,2020000000,2020年,101.6,100,00010,総合,1.5999999999999943
26000,京都府,2020000000,2020年,100.9,100,00020,食料,0.9000000000000057
26000,京都府,2020000000,2020年,101.1,100,00030,住居,1.0999999999999943
26000,京都府,2020000000,2020年,100.5,100,00040,光熱・水道,0.5
26000,京都府,2020000000,2020年,97.9,100,00050,家具・家事用品,-2.0999999999999943
26000,京都府,2020000000,2020年,100.4,100,00060,被服及び履物,0.4000000000000057
26000,京都府,2020000000,2020年,97.9,100,00070,保健医療,-2.0999999999999943
26000,京都府,2020000000,2020年,102.2,100,00080,交通・通信,2.200000000000003
26000,京都府,2020000000,2020年,118.2,100,00090,教育,18.200000000000003
26000,京都府,2020000000,2020年,101.0,100,00100,教養娯楽,1.0
26000,京都府,2020000000,2020年,103.6,100,00110,諸雑費,3.5999999999999943
26000,京都府,2020000000,2020年,101.4,100,00120,(参考)家賃を除く総合,1.4000000000000057
26000,京都府,2021000000,2021年,101.1,100,00010,総合,1.0999999999999943
26000,京都府,2021000000,2021年,101.2,100,00020,食料,1.2000000000000028
26000,京都府,2021000000,2021年,101.7,100,00030,住居,1.7000000000000028
26000,京都府,2021000000,2021年,99.7,100,00040,光熱・水道,-0.29999999999999716
26000,京都府,2021000000,2021年,96.8,100,00050,家具・家事用品,-3.200000000000003
26000,京都府,2021000000,2021年,96.5,100,00060,被服及び履物,-3.5
26000,京都府,2021000000,2021年,98.0,100,00070,保健医療,-2.0
26000,京都府,2021000000,2021年,100.8,100,00080,交通・通信,0.7999999999999972
26000,京都府,2021000000,2021年,116.4,100,00090,教育,16.400000000000006
26000,京都府,2021000000,2021年,101.4,100,00100,教養娯楽,1.4000000000000057
26000,京都府,2021000000,2021年,102.6,100,00110,諸雑費,2.5999999999999943
26000,京都府,2021000000,2021年,101.0,100,00120,(参考)家賃を除く総合,1.0
27000,大阪府,2013000000,2013年,100.2,100,00010,総合,0.20000000000000284
27000,大阪府,2013000000,2013年,100.2,100,00020,食料,0.20000000000000284
27000,大阪府,2013000000,2013年,99.4,100,00030,住居,-0.5999999999999943
27000,大阪府,2013000000,2013年,95.6,100,00040,光熱・水道,-4.400000000000006
27000,大阪府,2013000000,2013年,99.1,100,00050,家具・家事用品,-0.9000000000000057
27000,大阪府,2013000000,2013年,99.2,100,00060,被服及び履物,-0.7999999999999972
27000,大阪府,2013000000,2013年,99.5,100,00070,保健医療,-0.5
27000,大阪府,2013000000,2013年,100.7,100,00080,交通・通信,0.7000000000000028
27000,大阪府,2013000000,2013年,109.7,100,00090,教育,9.700000000000003
27000,大阪府,2013000000,2013年,102.6,100,00100,教養娯楽,2.5999999999999943
27000,大阪府,2013000000,2013年,97.2,100,00110,諸雑費,-2.799999999999997
27000,大阪府,2013000000,2013年,100.1,100,00120,(参考)家賃を除く総合,0.09999999999999432
27000,大阪府,2014000000,2014年,100.4,100,00010,総合,0.4000000000000057
27000,大阪府,2014000000,2014年,100.1,100,00020,食料,0.09999999999999432
27000,大阪府,2014000000,2014年,100.3,100,00030,住居,0.29999999999999716
27000,大阪府,2014000000,2014年,97.5,100,00040,光熱・水道,-2.5
27000,大阪府,2014000000,2014年,99.7,100,00050,家具・家事用品,-0.29999999999999716
27000,大阪府,2014000000,2014年,99.8,100,00060,被服及び履物,-0.20000000000000284
27000,大阪府,2014000000,2014年,99.6,100,00070,保健医療,-0.4000000000000057
27000,大阪府,2014000000,2014年,100.7,100,00080,交通・通信,0.7000000000000028
27000,大阪府,2014000000,2014年,109.1,100,00090,教育,9.099999999999994
